premise,hypothesis,label,premise_en,hypothesis_en,source
يتدلى الناس من أحزمةهم ويركلون بعضهم البعض,فتاة معلقة بحبال الجمباز,1,People are dangling from straps and kicking at each other,A girl is hanging by gymnastic ropes,arNLI
يتم فصل بعض المكونات في وعاء بواسطة شخص,يتم خلط بعض المكونات في وعاء بواسطة شخص ما,1,Some ingredients are being separated in a bowl by a person,Some ingredients are being mixed in a bowl by a person,arNLI
أنت تعرف أنه من السهل أن نقول جيدًا أننا سنبني ثقبًا خرسانيًا ولن يحدث شيء ثم سيقولون جيدًا الطريقة الوحيدة للاختبار على مدى فترة طويلة من الوقت,يستغرق الاختبار وقتًا خاصًا مع بناء ثقوب خرسانية للبناء.,0,you know it's easy to say well we'll build a concrete hole and and nothing'll happen and then they'll say well the only way to test that is over a long period of time so,Testing does take time especially with the construction of building concrete holes.,xnli
امرأة ترتدي نظارات وغطاء رأس أسود,امرأة ترتدي قبعة مصرية على رأسها,1,The woman is wearing glasses and a black headdress,A woman is wearing an Egyptian hat on her head,arNLI
هل هذا هو المكان الذي تتحدث منه,أنت لا تتصل من هناك.,2,oh is that where you're talking from,You are not calling from there.,xnli
رجل يفكر,الرجل يفكر,0,A man is thinking,The man is thinking,arNLI
شخصان يتصافحان,شخصان يتصافحان,0,Two persons are shaking hands,A man and a woman are shaking hands,arNLI
يعزف طفل على الغيتار,لا يوجد طفل يعزف على الغيتار,2,A kid is playing guitar,There is no kid playing guitar,arNLI
المتحف ليس قويا على كتالوجات أو ملصقات,لا يحب المتحف أن يتم تصنيفه.,1,The museum is not strong on catalogues or labels,The museum does not like being labelled.,xnli
امرأة تجلس وتنظر إلى الشلال ,رجل  يرتدي قميص رمادي مصبوغ يجلس على صخرة أمام شلال,1,A woman is sitting and looking at the waterfall,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,arNLI
طفل يسير في الشارع وتتوقف سيارة جيب,رجل في سيارة يقف بجانب امرأة على طول الطريق,1,A child is walking down the street and a jeep is stopping,A man in a car is pulling up beside a woman that is who along a road,arNLI
يركض كلب بني وأبيض مع منديل بني وأسود بسرعة,امرأة تكسر بيضة في وعاء,1,A brown and white dog with a brown and black bandanna is quickly running ,A woman is cracking an egg into a bowl,arNLI
رجل قد نطر نفسه من على عصى القفز مع وجود الناس و الستائر في الخلفية.,شخص ما يؤدي خدعة في السيرك.,1,A man has flung himself over a pole with people and canopies in the background.,A person is performing a trick at the circus.,snli
دب الباندا يتسلق ,ليس هناك  باندا  تتسلق,2,A panda is climbing,There is no panda climbing,arNLI
إن موقف إدارة كلينتون هو أن الإنترنت يجب أن تكون منطقة فدرالية معفاة من الرسوم الجمركية.,إدارة كلينتون تدعم الحرية على شبكة الإنترنت.,0,The Clinton administration's position is that the Internet should be a federal duty-free zone.,Clinton's administration supports freedom on the web.,xnli
كما كان ذلك يعني أن هناك صلة بين خالد ومهضار، مما جعل مهضاريبدو أكثر تشككًا.,قام خالد بتمويل دراسة مهدار في الشرق الأوسط.,1,"It also meant that there was a link between Khallad and Mihdhar, making Mihdhar seem even more suspicious.",Khallad had financed Mihdhar's education in the Middle East.,xnli
رجل يركب سيارة,رجل يوقف سيارة في مرآب,1,A man is getting into a car,A man is parking a car in a garage,arNLI
أجاب الآخرون عن السؤال، ولكن كييس امتنع.,كانت كاييس ستخطأ في الإجابة على السؤال حتى لوا أجاب عليه أشخاصًا آخرين.,0,"Others answered the question, but Keyes stuffed it.",Keyes stuffed the question even though other people had answered it.,xnli
اثنين من الصبية يلعبون لعبة فيديو,اثنين من الصبية يلعبون على الأريكة المباريات على التلفزيون,0,Two boys are playing a video game,Two boys on a couch are playing games on the TV,arNLI
رجل وصبي يركب زورقًا أصفر,رجل وطفل يتجولان في المياه الهادئة,1,A yellow kayak is being ridden by a man and a young boy,A man and a child are kayaking through gentle waters,arNLI
يمكن أن تصف Relajo أيضًا علاقة المزاح ، وهي عبارة عن مزاحٍ ذهابًا وإيابًا ، والتي من خلال الضحك تخفف التوتر وتفكك سبب توتر اللحظة.,قال ريلاجو النكات.,0,"Relajo can also describe a joking relationship, a bantering back and forth, which through the laughter relieves tension and disintegrates the cause of the tension of the moment.",Relajo told jokes.,xnli
الأحداث القادمة التي لا ترغب في أن تفوتك,هناك بعض الأحداث الجيدة قادمة .,0,Upcoming events you'll not want to miss,There are some good events coming up.,xnli
المصفقون لا يتجولون ولا يرتدون الزي الرسمي الأسود والوردي والأبيض,مجموعة كبيرة من المشجعين يسيرون في موكب,1,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",A large group of cheerleaders is walking in a parade,arNLI
يتم يكتب على لوحة المفاتيح الإلكترونية من قبل رجل,رجل يكتب على لوحة المفاتيح الإلكترونية,0,An electronic keyboard is being played by a man,A man is playing an electronic keyboard,arNLI
وفى هذه الاثناء بدأ أوغل فى فقدان صبره .,فقد غولز صبره.,0,Meanwhile Ogle was growing impatient.,Ogle was losing his patience.,xnli
تقشر السيدة البطاطس,امرأة تقشر حبة بطاطس,0,The potato is being peeled by the lady,A woman is peeling a potato,arNLI
مجموعة من الناس يسيرون,مجموعة من الناس يرقصون في المعرض,1,A group of people are marching,A group of people are dancing in a show,arNLI
ساعده إحساسه بالحظ الجيد ليكون العميد الأكثر حباً ليخدم في كلية الحقوق لدينا.,لم يكن لدينا عميد جيد في كلية الحقوق لدينا.,2,His sense of good fortune helped him to be the most beloved dean ever to serve at our law school.,We've never had a good dean at our law school.,xnli
جدول كبير مليء بالصخور والبط والذباب,لا يوجد طائر بحري يطير فوق بعض الصخور,2,A seabird is flying over some rocks,There is no seabird flying over some rocks,arNLI
